" Siege of Berlin"

Attacker,Georgian_Kingdom
Defender,Greenland
Winner,Nobody

Participant Logs,,,,,,Kill Logs,,,,,
Player,Damage,Kills,Deaths,KDR,,Time (h),Killer Side,Killer,Victim,Location
"",,,,,,46,Georgian_Kingdom,Darrobb,BadgesS,"(2823.95, 64.43, -10726.42)"
"",,,,,,46,Greenland,pixa__,Adzy,"(2757.70, 45.44, -10711.53)"
"",,,,,,46,Greenland,lukinhaseuro,Darrobb,"(2758.01, 50.00, -10713.65)"
"",,,,,,46,Greenland,_Hank_Schrader,Anna897,"(2751.52, 50.96, -10705.36)"
"",,,,,,46,Greenland,BadgesS,Myver,"(2755.50, 48.62, -10695.30)"
"",,,,,,46,Greenland,aree,MDJayy,"(2757.70, 40.37, -10696.65)"
"",,,,,,46,Greenland,_Hank_Schrader,Tlapss,"(2759.70, 43.60, -10713.30)"
"",,,,,,46,Greenland,RedArt,6mint9,"(2751.30, 53.53, -10693.30)"
"",,,,,,46,Georgian_Kingdom,xKotaro,W00BACK,"(2825.42, 66.23, -10832.44)"
"",,,,,,46,Georgian_Kingdom,Pupunan,pixa__,"(2715.30, 63.84, -10749.99)"
"",,,,,,46,Georgian_Kingdom,SleaseyCheese,DxnClappin,"(2830.77, 66.38, -10706.13)"
"",,,,,,46,Greenland,Tgrlkona61,rolyy,"(2763.99, 63.00, -10725.70)"
"",,,,,,46,Georgian_Kingdom,SleaseyCheese,mucleck,"(2742.55, 63.00, -10734.04)"
"",,,,,,46,Greenland,Ruzmarin,TR3V0X,"(2737.30, 24.00, -10731.98)"
"",,,,,,46,Georgian_Kingdom,Pupunan,Teagled,"(2745.43, 60.00, -10711.29)"
"",,,,,,46,Georgian_Kingdom,SleaseyCheese,pixa__,"(2782.30, 64.00, -10654.25)"
"",,,,,,46,Georgian_Kingdom,Tlapss,W00BACK,"(2778.70, 59.82, -10718.70)"
"",,,,,,46,Georgian_Kingdom,Tlapss,BadgesS,"(2803.70, 58.48, -10699.21)"
"",,,,,,46,Greenland,Reerr,Adzy,"(2770.21, 64.76, -10713.74)"
"",,,,,,46,Georgian_Kingdom,Pupunan,RedArt,"(2827.30, 56.73, -10673.70)"
"",,,,,,46,Georgian_Kingdom,xKotaro,icrft,"(2755.30, 53.43, -10719.70)"
"",,,,,,46,Georgian_Kingdom,Pupunan,Reerr,"(2694.67, 66.91, -10786.65)"
"",,,,,,46,Greenland,Teagled,tithanur,"(2746.96, 67.52, -10712.89)"
"",,,,,,46,Georgian_Kingdom,Nekometa13,sczre,"(2742.93, 37.00, -10715.50)"
"",,,,,,46,Georgian_Kingdom,Darrobb,_Hank_Schrader,"(2743.14, 44.50, -10715.70)"
"",,,,,,46,Greenland,Tgrlkona61,rolyy,"(2736.30, 56.24, -10736.70)"
"",,,,,,46,Georgian_Kingdom,Darrobb,mucleck,"(2736.37, 68.33, -10760.58)"
"",,,,,,47,Georgian_Kingdom,SleaseyCheese,Blackystone,"(2743.22, 63.00, -10720.30)"
"",,,,,,47,Georgian_Kingdom,MDJayy,NotSteve24,"(2766.30, 24.00, -10722.56)"
"",,,,,,47,Georgian_Kingdom,Nekometa13,Tgrlkona61,"(2749.32, 66.51, -10722.70)"
"",,,,,,47,Greenland,Cubanned,MDJayy,"(2737.62, 19.00, -10721.30)"
"",,,,,,47,Georgian_Kingdom,Opt1musss,lukinhaseuro,"(2696.84, 64.60, -10784.86)"
"",,,,,,47,Georgian_Kingdom,rolyy,mucleck,"(2732.45, 39.00, -10730.03)"
"",,,,,,47,Georgian_Kingdom,Tlapss,Tgrlkona61,"(2749.30, 48.14, -10716.52)"
"",,,,,,47,Georgian_Kingdom,rolyy,pixa__,"(2738.70, 19.00, -10724.30)"
"",,,,,,47,Georgian_Kingdom,Opt1musss,Tgrlkona61,"(2759.30, 63.94, -10736.30)"
"",,,,,,47,Georgian_Kingdom,NetflixAndMonkey,Cubanned,"(2737.30, 18.50, -10727.07)"
"",,,,,,47,Georgian_Kingdom,TeaBurger,pixa__,"(2730.22, 65.14, -10722.26)"
"",,,,,,47,Georgian_Kingdom,Anna897,Reerr,"(2743.70, 63.00, -10734.36)"
"",,,,,,47,Georgian_Kingdom,Pupunan,_Hank_Schrader,"(2738.70, 19.00, -10721.30)"
"",,,,,,47,Georgian_Kingdom,RedstoneBeam,Missense,"(2766.38, 24.00, -10726.07)"
"",,,,,,47,Georgian_Kingdom,tithanur,RedArt,"(2763.80, 64.03, -10736.30)"
"",,,,,,49,Georgian_Kingdom,TeaBurger,CartelClapper,"(2744.30, 59.05, -10719.70)"
"",,,,,,49,Georgian_Kingdom,MDJayy,TiCTaCPoWer,"(2741.70, 23.21, -10735.61)"
"",,,,,,49,Georgian_Kingdom,Barters,TiCTaCPoWer,"(2798.88, 66.98, -10766.30)"
"",,,,,,49,Greenland,"#Fall",Bovada,"(2793.65, 65.00, -10768.67)"
"",,,,,,49,Georgian_Kingdom,MDJayy,CartelClapper,"(2721.30, 63.77, -10806.70)"
"",,,,,,49,Greenland,W00BACK,SleaseyCheese,"(2742.70, 63.72, -10719.30)"
"",,,,,,49,Georgian_Kingdom,Barters,C4SHB4G,"(2766.34, 63.00, -10726.30)"
"",,,,,,49,Georgian_Kingdom,_ThatKid,_Hank_Schrader,"(2875.95, 64.12, -10764.83)"
"",,,,,,49,Greenland,Ruzmarin,_ThatKid,"(2740.30, 24.00, -10721.30)"
"",,,,,,49,Georgian_Kingdom,SleaseyCheese,Ezoteric_,"(2740.31, 33.40, -10719.30)"
"",,,,,,49,Greenland,lukinhaseuro,wLost,"(2737.14, 67.55, -10766.35)"
"",,,,,,49,Greenland,TiCTaCPoWer,WaterBreathingYT,"(2640.30, 60.45, -10723.40)"
"",,,,,,49,Greenland,Xavlummea,Bovada,"(2738.58, 68.96, -10713.30)"
"",,,,,,49,Georgian_Kingdom,N4p0l30n,C4SHB4G,"(2721.58, 46.54, -10731.30)"
"",,,,,,49,Georgian_Kingdom,TR3V0X,Ezoteric_,"(2741.69, 55.41, -10703.70)"
"",,,,,,49,Greenland,RedArt,MDJayy,"(2739.63, 67.31, -10709.28)"
"",,,,,,49,Greenland,pixa__,xKotaro,"(2738.79, 67.48, -10715.30)"
"",,,,,,49,Greenland,Ruzmarin,N4p0l30n,"(2742.30, 57.32, -10706.31)"
"",,,,,,49,Greenland,TiCTaCPoWer,tithanur,"(2745.28, 61.76, -10690.33)"
"",,,,,,49,Georgian_Kingdom,Alluistic,CartelClapper,"(2748.30, 59.12, -10677.09)"
"",,,,,,49,Greenland,Missense,Pupunan,"(2742.43, 51.76, -10674.48)"
"",,,,,,50,Greenland,TiCTaCPoWer,Chrqssy,"(2750.72, 62.25, -10696.33)"
"",,,,,,50,Greenland,IzPwoj,Bovada,"(2735.73, 68.03, -10629.59)"
"",,,,,,50,Greenland,PabloCuteAsf,Chrqssy,"(2731.05, 63.66, -10729.95)"
"",,,,,,50,Greenland,mucleck,Bovada,"(2741.30, 63.95, -10712.30)"
"",,,,,,50,Greenland,Teagled,tithanur,"(2703.29, 60.08, -10725.30)"
"",,,,,,50,Georgian_Kingdom,RedstoneBeam,C4SHB4G,"(2738.30, 67.75, -10717.70)"
"",,,,,,50,Greenland,Ruzmarin,xKotaro,"(2742.38, 63.00, -10713.85)"
"",,,,,,50,Greenland,TiCTaCPoWer,TeaBurger,"(2730.30, 59.05, -10727.29)"
"",,,,,,50,Greenland,IzPwoj,tithanur,"(2762.67, 26.28, -10722.70)"
"",,,,,,50,Greenland,Ruzmarin,K4ppah,"(2725.30, 63.99, -10721.14)"
"",,,,,,50,Greenland,Missense,wLost,"(2661.83, 66.00, -10689.52)"
"",,,,,,50,Greenland,Ruzmarin,Offlined,"(2743.24, 57.00, -10680.25)"
"",,,,,,50,Greenland,RedArt,TeaBurger,"(2835.70, 66.54, -10705.30)"
"",,,,,,50,Greenland,TiCTaCPoWer,RedstoneBeam,"(2798.44, 61.00, -10684.30)"
"",,,,,,51,Georgian_Kingdom,TeaBurger,W00BACK,"(2743.70, 63.00, -10715.30)"
"",,,,,,51,Greenland,HotDogK1d,_ThatKid,"(2613.70, 59.42, -10656.30)"
"",,,,,,51,Greenland,speeedyz,wLost,"(2733.41, 63.00, -10727.43)"
"",,,,,,51,Greenland,speeedyz,wLost,"(2603.70, 54.30, -10708.31)"
"",,,,,,51,Georgian_Kingdom,MDJayy,W00BACK,"(2605.30, 55.12, -10705.30)"
"",,,,,,51,Georgian_Kingdom,Danday,PatrickD2109,"(2603.30, 55.20, -10708.33)"
"",,,,,,51,Georgian_Kingdom,Bovada,speeedyz,"(2606.70, 53.93, -10705.30)"
"",,,,,,52,Greenland,HotDogK1d,MDJayy,"(2739.11, 63.33, -10717.19)"
"",,,,,,52,Greenland,toushen,MDJayy,"(2825.98, 62.82, -10724.26)"
"",,,,,,52,Greenland,toushen,Danday,"(2636.26, 67.50, -10722.64)"
"",,,,,,52,Georgian_Kingdom,vCammy,_Cheems,"(2742.30, 66.12, -10716.70)"
"",,,,,,52,Greenland,Vqnax,MDJayy,"(2696.20, 37.09, -10693.29)"
"",,,,,,52,Georgian_Kingdom,vCammy,toushen,"(2691.03, 29.09, -10683.35)"
"",,,,,,52,Greenland,S3xyTeo,vCammy,"(2690.58, 27.38, -10683.30)"
"",,,,,,52,Greenland,monkeynick123ooh,_ThatKid,"(2715.70, 51.33, -10699.65)"
"",,,,,,52,Greenland,mika610,Bovada,"(2697.30, 29.05, -10686.30)"
"",,,,,,52,Greenland,Hytes,WaterBreathingYT,"(2718.52, 58.70, -10722.30)"
"",,,,,,52,Greenland,Vqnax,Danday,"(2614.16, 65.79, -10646.51)"
"",,,,,,52,Georgian_Kingdom,MDJayy,Lu_ki_,"(2671.70, 65.00, -10581.62)"
"",,,,,,52,Georgian_Kingdom,MDJayy,chubd,"(2788.40, 64.39, -10735.32)"
"",,,,,,53,Georgian_Kingdom,Sluys,toushen,"(2612.45, 62.04, -10644.30)"
"",,,,,,53,Georgian_Kingdom,Sluys,speeedyz,"(2608.72, 62.00, -10646.70)"
"",,,,,,53,Georgian_Kingdom,Sluys,S3xyTeo,"(2645.93, 63.00, -10739.73)"
"",,,,,,53,Georgian_Kingdom,Anna897,W00BACK,"(2646.70, 59.46, -10737.30)"
"",,,,,,53,Georgian_Kingdom,MortySmith123,W00BACK,"(2742.98, 23.04, -10732.28)"
"",,,,,,53,Georgian_Kingdom,Anna897,pixa__,"(2737.30, 19.00, -10723.07)"
"",,,,,,54,Georgian_Kingdom,rolyy,mika610,"(2607.30, 59.00, -10668.18)"
"",,,,,,54,Georgian_Kingdom,rolyy,webga,"(2608.45, 62.19, -10666.40)"
"",,,,,,54,Greenland,monkeynick123ooh,Sluys,"(2601.70, 43.00, -10659.30)"
"",,,,,,54,Georgian_Kingdom,Danday,mika610,"(2691.96, 65.29, -10664.15)"
"",,,,,,54,Georgian_Kingdom,toushen,monkeynick123ooh,"(2737.30, 19.27, -10721.30)"
"",,,,,,54,Georgian_Kingdom,DevvyVR,toushen,"(2744.30, 21.00, -10727.70)"
"",,,,,,54,Greenland,_Cheems,Sluys,"(2740.30, 1.00, -10713.30)"

Kills over time
time,Georgian_Kingdom,Greenland
0,4,4
1,6,8
2,22,39
3,22,29
4,24,12
5,4,3
6,1,1
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,2
17,1,2
18,3,4
19,5,8
20,13,11
21,4,9
22,0,3
23,13,14
24,26,7
25,14,12
26,3,5
27,5,2
28,6,3
29,5,2
30,6,3
31,9,3
32,2,4
33,7,4
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,2,0
40,4,3
41,5,4
42,6,7
43,10,8
44,5,6
45,10,19
46,17,14
47,14,1
48,0,0
49,10,11
50,1,13
51,4,3
52,4,9
53,6,0
54,5,2
